PolyID,Vegetation Map Unit Name,Area_Acres,Percent_Herbaceous,Percent_Shrub,Percent_Tree,ET_mm,ConsumptiveUse_AF
938,Wet Native Willow Shrubland,5.91,13.57,77.87,8.55,1291.81,25.05
5775,Tamarisk Woodland,39.56,31.20,59.60,9.20,1291.89,167.67
4274,Salt Meadow/Dry Grassland,3.19,96.68,2.81,0.51,1291.95,13.52
5424,Wet Meadow,5.06,84.61,4.96,10.43,1292.14,21.45
5099,Wet Meadow,0.52,93.41,4.39,2.20,1292.65,2.21
5003,Salt Meadow/Dry Grassland,3.71,2.05,40.72,57.22,1292.78,15.74
5818,Tamarisk Woodland,4.72,46.81,50.99,2.20,1292.84,20.02
3621,Native Riparian Forest,21.2,12.75,9.73,77.52,1293.24,89.95
2863,Wet Native Willow Shrubland,1.85,17.87,73.40,8.74,1293.45,7.85
6224,Russian Olive Woodland,1.22,68.84,24.68,6.48,1293.55,5.18
2497,Dry Native Riparian Shrubland,1.22,68.41,28.24,3.35,1293.58,5.18
2775,Wet Native Willow Shrubland,1.13,37.53,54.79,7.68,1293.66,4.8
3731,Native Riparian Forest,4.7,10.10,4.55,85.35,1293.89,19.95
8107,Mixed Russian Olive-Tamarisk Woodland and Scrub,8.9,16.57,37.86,45.57,1293.89,37.78
3124,Wet Native Willow Shrubland,1.38,2.21,96.97,0.83,1294.43,5.86
3946,Native Riparian Forest,1.56,69.34,16.73,13.93,1294.55,6.63
611,Dry Native Riparian Shrubland,0.44,28.92,40.92,30.16,1294.71,1.87
3441,Native Riparian Forest,4.75,29.52,19.09,51.38,1294.73,20.18
5776,Tamarisk Woodland,1.41,32.24,60.60,7.16,1295.05,5.99
3315,Native Riparian Forest,0.61,58.04,15.67,26.29,1295.15,2.59
6475,Russian Olive Woodland,0.38,18.86,24.62,56.52,1295.29,1.61
3654,Native Riparian Forest,0.48,2.24,28.34,69.42,1295.31,2.04
2939,Wet Native Willow Shrubland,4.24,21.90,68.75,9.34,1295.32,18.02
6469,Russian Olive Woodland,0.32,2.93,26.47,70.60,1295.43,1.36
2726,Wet Native Willow Shrubland,2.12,27.78,67.08,5.13,1295.57,9.01
2566,Wet Native Willow Shrubland,1.78,80.28,19.71,0.01,1295.61,7.57
4671,Salt Meadow/Dry Grassland,0.3,74.51,11.68,13.81,1295.63,1.28
5249,Wet Meadow,0.63,82.32,13.62,4.07,1295.75,2.68
3611,Native Riparian Forest,0.61,16.32,33.41,50.26,1296.17,2.59
6302,Russian Olive Woodland,0.38,4.59,43.35,52.07,1296.27,1.62
5378,Wet Meadow,0.6,23.34,76.58,0.08,1296.59,2.55
4669,Salt Meadow/Dry Grassland,1.1,69.53,14.56,15.91,1296.67,4.68
3077,Wet Native Willow Shrubland,1,47.59,44.54,7.86,1296.7,4.25
2707,Wet Native Willow Shrubland,1.83,27.13,64.90,7.97,1297.11,7.79
3831,Native Riparian Forest,3.7,19.55,61.24,19.21,1297.19,15.75
977,Native Riparian Forest,12.86,41.41,32.26,26.34,1297.72,54.75
5974,Tamarisk Woodland,14.37,1.67,88.12,10.21,1297.78,61.18
2601,Wet Native Willow Shrubland,0.8,70.37,23.18,6.45,1298.21,3.41
4578,Salt Meadow/Dry Grassland,0.85,76.59,10.53,12.89,1298.3,3.62
6036,Tamarisk Woodland,2.15,17.26,65.99,16.75,1298.4,9.16
5990,Tamarisk Woodland,363.99,6.91,79.01,14.08,1298.51,1550.67
5219,Wet Meadow,1.16,76.37,21.18,2.45,1298.63,4.94
183,Salt Meadow/Dry Grassland,0.69,88.44,11.56,0.00,1298.71,2.94
6534,Russian Olive Woodland,6.17,7.65,30.53,61.82,1298.75,26.29
1293,Tamarisk Woodland,13.38,14.34,31.35,54.32,1298.95,57.02
5314,Wet Meadow,2.61,63.52,35.25,1.23,1299.21,11.13
3365,Native Riparian Forest,11.7,41.63,14.61,43.75,1299.3,49.87
8088,Mixed Russian Olive-Tamarisk Woodland and Scrub,3.68,22.03,47.88,30.10,1299.63,15.69
6010,Tamarisk Woodland,22.56,14.87,66.21,18.92,1299.73,96.2
935,Wet Native Willow Shrubland,0.87,23.40,60.66,15.93,1299.79,3.71
3286,Native Riparian Forest,0.54,64.98,12.97,22.05,1299.86,2.3
4116,Native Riparian Forest,1.08,11.25,45.66,43.09,1299.97,4.61
4358,Salt Meadow/Dry Grassland,0.59,91.72,7.57,0.71,1300.12,2.52
6304,Russian Olive Woodland,9.23,20.72,51.76,27.53,1300.45,39.38
3131,Marsh/Wetland,1.42,97.14,2.79,0.07,1300.51,6.06
1310,Tamarisk Woodland,72.95,8.12,58.90,32.98,1300.81,311.33
2662,Wet Native Willow Shrubland,4.91,33.38,58.79,7.83,1300.9,20.96
6032,Tamarisk Woodland,3.5,8.51,51.03,40.46,1301.37,14.94
6270,Russian Olive Woodland,0.4,40.19,35.80,24.01,1301.39,1.71
5221,Wet Meadow,1.85,84.35,11.50,4.15,1301.64,7.9
5187,Wet Meadow,2.57,81.27,10.98,7.76,1301.85,10.98
1014,Native Riparian Forest,10.64,24.16,54.90,20.94,1301.93,45.45
5942,Tamarisk Woodland,2.05,0.47,70.21,29.32,1302.01,8.76
5743,Tamarisk Woodland,0.98,51.38,37.33,11.29,1302.44,4.19
5162,Wet Meadow,2.64,83.68,14.68,1.63,1302.72,11.28
2650,Wet Native Willow Shrubland,2.98,63.39,33.41,3.20,1302.81,12.74
364,Tamarisk Woodland,1.14,35.43,26.96,37.61,1302.95,4.87
363,Tamarisk Woodland,0.85,34.27,49.65,16.08,1302.97,3.63
3140,Marsh/Wetland,4.65,81.30,9.18,9.51,1303.14,19.88
3269,Native Riparian Forest,5.08,52.07,9.29,38.64,1303.29,21.72
6015,Tamarisk Woodland,13.19,9.70,40.23,50.07,1303.73,56.42
3266,Native Riparian Forest,2.58,58.93,15.86,25.21,1303.93,11.04
5225,Wet Meadow,1.51,89.21,10.77,0.02,1304.13,6.46
5721,Tamarisk Woodland,1.4,55.63,36.37,8.00,1304.52,5.99
5344,Wet Meadow,1.35,74.38,19.10,6.52,1304.8,5.78
2705,Wet Native Willow Shrubland,1.64,25.53,73.17,1.30,1304.82,7.02
6462,Russian Olive Woodland,1.19,23.18,61.00,15.82,1305.35,5.1
3604,Native Riparian Forest,47.18,15.06,7.02,77.92,1306.02,202.16
2747,Wet Native Willow Shrubland,9.61,31.98,61.42,6.60,1306.04,41.18
2866,Wet Native Willow Shrubland,0.31,3.30,94.36,2.33,1306.04,1.33
3762,Native Riparian Forest,2.26,9.38,16.54,74.09,1306.06,9.68
6617,Russian Olive Woodland,23.46,35.62,37.86,26.52,1306.06,100.53
4220,Native Riparian Forest,0.35,19.08,2.73,78.20,1306.07,1.5
294,Tamarisk Woodland,0.84,61.59,37.68,0.74,1306.16,3.6
6305,Russian Olive Woodland,0.85,9.41,54.57,36.01,1306.36,3.64
5975,Tamarisk Woodland,2.47,1.16,26.79,72.05,1306.86,10.59
3434,Native Riparian Forest,0.67,29.04,6.11,64.85,1306.96,2.87
1288,Tamarisk Woodland,0.45,12.88,47.72,39.41,1307.58,1.93
5239,Wet Meadow,1.08,86.89,12.06,1.05,1307.83,4.63
3586,Native Riparian Forest,10.63,17.67,11.73,70.60,1307.93,45.61
5416,Wet Meadow,1.28,88.00,6.40,5.59,1308.17,5.49
3568,Native Riparian Forest,0.68,9.66,5.28,85.05,1308.24,2.92
6460,Russian Olive Woodland,0.3,15.75,34.91,49.34,1308.39,1.29
2689,Wet Native Willow Shrubland,19.71,43.71,50.49,5.80,1308.55,84.62
8011,Mixed Russian Olive-Tamarisk Woodland and Scrub,2.84,53.43,40.32,6.25,1308.84,12.2
3787,Native Riparian Forest,0.89,7.57,27.28,65.16,1308.86,3.82
5838,Tamarisk Woodland,0.54,39.53,47.78,12.69,1308.89,2.32
4364,Salt Meadow/Dry Grassland,0.5,94.36,4.74,0.90,1309.19,2.15
2844,Wet Native Willow Shrubland,7.36,29.52,53.92,16.56,1309.25,31.61
2473,Dry Native Riparian Shrubland,0.41,71.17,26.67,2.16,1309.32,1.76
5828,Tamarisk Woodland,30.57,28.96,58.94,12.10,1309.32,131.32
3803,Native Riparian Forest,0.89,10.03,28.83,61.14,1309.43,3.82
2981,Wet Native Willow Shrubland,2.86,13.81,84.62,1.57,1309.86,12.29
1083,Salt Meadow/Dry Grassland,4.16,32.70,30.06,37.24,1309.89,17.88
8027,Mixed Russian Olive-Tamarisk Woodland and Scrub,113.44,44.19,34.15,21.66,1309.9,487.52
6028,Tamarisk Woodland,4.76,4.81,34.93,60.25,1310.15,20.46
3435,Native Riparian Forest,3.93,32.27,23.61,44.12,1310.65,16.9
5342,Wet Meadow,0.79,74.23,23.70,2.07,1311.6,3.4
6035,Tamarisk Woodland,9.01,2.49,20.50,77.01,1311.7,38.77
8004,Mixed Russian Olive-Tamarisk Woodland and Scrub,3.62,61.34,33.93,4.73,1311.84,15.58
6050,Tamarisk Woodland,6.7,19.91,56.98,23.12,1312.09,28.84
2577,Wet Native Willow Shrubland,0.92,58.95,33.23,7.83,1312.28,3.96
2535,Dry Native Riparian Shrubland,1.06,87.22,11.06,1.72,1312.9,4.57
2588,Wet Native Willow Shrubland,3.29,60.77,36.49,2.74,1313.52,14.18
6537,Russian Olive Woodland,3.06,7.16,24.51,68.32,1313.54,13.19
2610,Wet Native Willow Shrubland,2.9,50.95,48.18,0.87,1313.56,12.5
2905,Wet Native Willow Shrubland,6.59,16.34,80.86,2.80,1313.67,28.4
5856,Tamarisk Woodland,7.77,38.19,34.26,27.56,1313.86,33.49
2761,Wet Native Willow Shrubland,0.6,28.28,65.13,6.59,1313.99,2.59
3767,Native Riparian Forest,0.32,0.31,5.67,94.02,1314.23,1.38
5898,Tamarisk Woodland,0.41,0.00,90.09,9.91,1314.43,1.77
6527,Russian Olive Woodland,10.48,11.13,20.05,68.82,1314.81,45.21
3029,Wet Native Willow Shrubland,1.64,21.97,65.67,12.36,1314.91,7.08
5083,Wet Meadow,0.39,95.68,4.01,0.31,1315.08,1.68
5358,Wet Meadow,0.39,72.09,14.11,13.79,1315.46,1.68
5909,Tamarisk Woodland,1.96,19.62,77.92,2.47,1315.53,8.46
6372,Russian Olive Woodland,2.24,3.66,14.04,82.30,1315.69,9.67
3273,Native Riparian Forest,2.48,70.38,12.90,16.73,1316.07,10.71
1323,Tamarisk Woodland,2.54,4.90,12.36,82.74,1316.17,10.97
5224,Wet Meadow,0.37,80.61,18.99,0.40,1316.34,1.6
5994,Tamarisk Woodland,5.29,20.31,67.92,11.77,1316.42,22.85
4661,Salt Meadow/Dry Grassland,0.57,74.19,12.47,13.34,1316.44,2.46
2727,Wet Native Willow Shrubland,2.92,41.18,52.48,6.34,1316.46,12.61
3782,Native Riparian Forest,0.27,3.12,16.25,80.62,1316.82,1.17
6037,Tamarisk Woodland,18.34,13.32,45.58,41.10,1317.19,79.26
1244,Tamarisk Woodland,18.46,27.32,51.30,21.38,1317.36,79.79
2591,Wet Native Willow Shrubland,4.39,62.25,37.35,0.39,1317.43,18.97
6478,Russian Olive Woodland,8.89,9.84,22.20,67.95,1317.5,38.43
5329,Wet Meadow,0.61,69.70,26.30,4.00,1317.52,2.64
3708,Native Riparian Forest,0.66,17.66,11.86,70.47,1317.58,2.85
3445,Native Riparian Forest,2.66,28.38,22.99,48.63,1317.62,11.5
6126,Tamarisk Woodland,62.3,74.67,24.21,1.12,1318.18,269.43
8007,Mixed Russian Olive-Tamarisk Woodland and Scrub,3.11,60.25,31.74,8.02,1318.28,13.45
8123,Mixed Russian Olive-Tamarisk Woodland and Scrub,3.79,8.93,39.54,51.53,1318.8,16.4
2732,Wet Native Willow Shrubland,0.52,43.83,51.68,4.49,1318.93,2.25
6593,Russian Olive Woodland,2.57,42.94,14.47,42.59,1319.51,11.13
5101,Wet Meadow,6.24,94.10,5.07,0.83,1319.52,27.01
3165,Marsh/Wetland,1.16,88.39,9.37,2.25,1319.64,5.02
4432,Salt Meadow/Dry Grassland,1.27,81.56,16.70,1.73,1319.65,5.5
8033,Mixed Russian Olive-Tamarisk Woodland and Scrub,0.53,28.90,56.49,14.61,1320.05,2.3
3159,Marsh/Wetland,3.02,85.84,8.49,5.67,1320.42,13.08
8032,Mixed Russian Olive-Tamarisk Woodland and Scrub,3.62,47.29,38.93,13.78,1321.21,15.69
2970,Wet Native Willow Shrubland,0.53,21.01,78.10,0.88,1322.11,2.3
2624,Wet Native Willow Shrubland,3.21,55.20,44.22,0.59,1322.18,13.92
3822,Native Riparian Forest,1.14,17.96,19.43,62.60,1322.49,4.95
3137,Marsh/Wetland,13.46,91.49,8.20,0.30,1322.88,58.42
8010,Mixed Russian Olive-Tamarisk Woodland and Scrub,7.46,55.58,36.48,7.94,1323.29,32.39
5361,Wet Meadow,0.56,67.73,21.60,10.67,1323.78,2.43
6236,Russian Olive Woodland,0.91,56.37,18.89,24.74,1323.9,3.95
5912,Tamarisk Woodland,1.3,23.71,74.54,1.75,1324.1,5.65
2976,Wet Native Willow Shrubland,1.86,8.43,83.55,8.03,1324.95,8.09
5977,Tamarisk Woodland,1.79,3.07,65.55,31.38,1325.07,7.78
4885,Salt Meadow/Dry Grassland,1.42,83.79,8.50,7.71,1325.45,6.17
5831,Tamarisk Woodland,3.85,41.19,45.61,13.20,1325.9,16.75
2565,Wet Native Willow Shrubland,0.38,86.97,13.03,0.00,1326.17,1.65
5141,Wet Meadow,0.58,80.33,9.81,9.85,1326.29,2.52
6458,Russian Olive Woodland,0.47,22.64,54.40,22.96,1326.38,2.05
3271,Native Riparian Forest,0.69,55.21,19.35,25.44,1326.48,3
3784,Native Riparian Forest,0.45,23.32,25.03,51.65,1326.49,1.96
2706,Wet Native Willow Shrubland,2.53,32.53,61.30,6.17,1326.54,11.01
6345,Russian Olive Woodland,0.82,6.22,37.53,56.25,1327.01,3.57
5725,Tamarisk Woodland,1.5,52.57,41.57,5.86,1327.07,6.53
3602,Native Riparian Forest,6.12,15.23,9.08,75.70,1327.1,26.65
953,Marsh/Wetland,16.71,74.89,25.10,0.00,1327.78,72.79
2663,Wet Native Willow Shrubland,2.58,25.81,70.39,3.80,1328.1,11.24
6461,Russian Olive Woodland,7.27,23.90,53.40,22.70,1328.39,31.68
2941,Wet Native Willow Shrubland,2.71,23.65,73.71,2.63,1328.41,11.81
3475,Native Riparian Forest,0.63,43.18,9.25,47.57,1328.55,2.75
2945,Wet Native Willow Shrubland,0.47,6.80,85.65,7.54,1328.88,2.05
4454,Salt Meadow/Dry Grassland,0.31,83.53,12.95,3.52,1328.91,1.35
8019,Mixed Russian Olive-Tamarisk Woodland and Scrub,2.35,35.36,64.42,0.22,1329.13,10.25
2983,Wet Native Willow Shrubland,2.03,20.37,75.46,4.17,1329.45,8.85
3768,Native Riparian Forest,1.74,1.35,13.75,84.91,1329.61,7.59
8003,Mixed Russian Olive-Tamarisk Woodland and Scrub,6.21,70.28,23.58,6.14,1329.89,27.1
4084,Native Riparian Forest,19.37,15.52,12.96,71.52,1330.42,84.55
6051,Tamarisk Woodland,0.46,5.04,75.01,19.95,1330.48,2.01
5872,Tamarisk Woodland,0.49,33.57,55.33,11.11,1330.49,2.14
5070,Salt Meadow/Dry Grassland,1.03,52.85,45.85,1.30,1330.86,4.5
5989,Tamarisk Woodland,31.18,0.28,42.59,57.13,1331.24,136.18
6255,Russian Olive Woodland,1.17,25.04,52.26,22.71,1331.64,5.11
4658,Salt Meadow/Dry Grassland,1.52,69.75,19.12,11.13,1332.01,6.64
3754,Native Riparian Forest,0.87,7.30,20.39,72.31,1332.1,3.8
5784,Tamarisk Woodland,1.27,45.48,54.08,0.45,1332.1,5.55
2944,Wet Native Willow Shrubland,1.23,23.49,69.57,6.94,1332.74,5.38
2415,Dry Native Riparian Shrubland,0.99,91.03,8.85,0.12,1332.82,4.33
4304,Salt Meadow/Dry Grassland,0.5,91.98,7.87,0.15,1333.09,2.19
8035,Mixed Russian Olive-Tamarisk Woodland and Scrub,1.16,33.09,54.28,12.63,1333.34,5.07
3817,Native Riparian Forest,1.34,15.14,45.29,39.57,1333.41,5.86
342,Tamarisk Woodland,19.07,34.90,60.77,4.33,1334.02,83.46
3612,Native Riparian Forest,1.27,23.53,10.68,65.79,1334.03,5.56
3997,Native Riparian Forest,4,28.88,17.68,53.44,1334.14,17.51
5223,Wet Meadow,1.19,83.23,14.42,2.35,1334.18,5.21
2585,Wet Native Willow Shrubland,0.55,69.90,27.04,3.06,1334.34,2.41
6464,Russian Olive Woodland,0.47,16.07,55.09,28.85,1334.44,2.06
6011,Tamarisk Woodland,7.25,13.55,65.01,21.44,1335,31.75
8106,Mixed Russian Olive-Tamarisk Woodland and Scrub,2.64,17.11,36.68,46.21,1335.05,11.56
2904,Wet Native Willow Shrubland,2.12,15.90,78.46,5.64,1335.19,9.29
3148,Marsh/Wetland,5.46,88.59,10.44,0.97,1335.4,23.92
1125,Wet Meadow,4.78,27.08,66.37,6.54,1335.42,20.94
5995,Tamarisk Woodland,0.68,15.76,72.04,12.20,1335.5,2.98
8096,Mixed Russian Olive-Tamarisk Woodland and Scrub,3.65,21.92,56.18,21.90,1335.58,15.99
2931,Wet Native Willow Shrubland,0.36,24.34,68.03,7.63,1335.58,1.58
6164,Tamarisk Woodland,134.39,23.24,58.93,17.83,1335.71,588.93
6556,Russian Olive Woodland,4.89,12.64,41.18,46.18,1336.24,21.44
2744,Wet Native Willow Shrubland,0.37,28.64,69.30,2.06,1336.29,1.62
6447,Russian Olive Woodland,0.7,6.86,56.72,36.41,1336.37,3.07
4270,Salt Meadow/Dry Grassland,0.33,94.74,5.26,0.00,1336.53,1.45
4573,Salt Meadow/Dry Grassland,0.28,84.29,4.43,11.28,1336.73,1.23
6459,Russian Olive Woodland,0.39,22.86,57.09,20.05,1337.36,1.71
3922,Native Riparian Forest,2.49,82.48,12.38,5.15,1337.41,10.93
3043,Wet Native Willow Shrubland,0.9,10.12,79.42,10.45,1337.64,3.95
2922,Wet Native Willow Shrubland,0.89,10.50,81.37,8.13,1337.88,3.91
2714,Wet Native Willow Shrubland,0.48,38.38,57.01,4.61,1338.23,2.11
5095,Wet Meadow,0.37,92.35,7.65,0.00,1338.57,1.62
5862,Tamarisk Woodland,15.7,42.66,44.45,12.89,1338.89,68.97
2753,Wet Native Willow Shrubland,1.33,26.53,65.42,8.05,1339.94,5.85
2701,Wet Native Willow Shrubland,1.28,44.71,54.28,1.00,1340.01,5.63
3033,Wet Native Willow Shrubland,0.7,2.30,74.95,22.75,1340.03,3.08
5917,Tamarisk Woodland,1.06,20.97,73.67,5.36,1340.1,4.66
3821,Native Riparian Forest,0.61,13.83,15.33,70.84,1340.11,2.68
8109,Mixed Russian Olive-Tamarisk Woodland and Scrub,0.66,18.16,25.72,56.11,1340.96,2.9
8072,Mixed Russian Olive-Tamarisk Woodland and Scrub,36.78,12.95,35.96,51.09,1341.08,161.83
5210,Wet Meadow,3.87,87.61,10.85,1.54,1341.52,17.03
2478,Dry Native Riparian Shrubland,0.59,71.08,22.76,6.16,1341.57,2.6
6019,Tamarisk Woodland,1.42,17.36,40.65,41.99,1341.65,6.25
4458,Salt Meadow/Dry Grassland,9.65,82.65,11.87,5.49,1341.81,42.48
6344,Russian Olive Woodland,0.31,8.47,31.81,59.71,1341.85,1.36
6503,Russian Olive Woodland,2.7,4.82,51.18,44.00,1341.99,11.89
994,Native Riparian Forest,9.23,6.92,25.55,67.52,1342.13,40.64
5212,Wet Meadow,0.53,86.79,9.76,3.45,1342.62,2.33
5774,Tamarisk Woodland,6.06,37.33,52.87,9.80,1343.12,26.7
6247,Russian Olive Woodland,5.73,43.19,51.08,5.73,1343.41,25.25
5680,Tamarisk Woodland,0.32,56.64,43.36,0.00,1343.54,1.41
2759,Wet Native Willow Shrubland,1.85,27.53,63.98,8.49,1343.79,8.16
2937,Wet Native Willow Shrubland,7.88,23.49,68.62,7.89,1343.87,34.74
3600,Native Riparian Forest,4.11,21.09,8.38,70.54,1343.89,18.12
8024,Mixed Russian Olive-Tamarisk Woodland and Scrub,3.23,33.21,35.75,31.04,1344.01,14.24
6041,Tamarisk Woodland,28.15,12.65,35.01,52.34,1344.07,124.13
6567,Russian Olive Woodland,1.74,6.83,15.11,78.06,1344.33,7.67
2752,Wet Native Willow Shrubland,8.1,28.19,63.33,8.47,1344.38,35.73
5313,Wet Meadow,0.4,71.21,27.13,1.66,1344.59,1.76
5791,Tamarisk Woodland,1.21,49.83,47.66,2.51,1344.84,5.34
3381,Native Riparian Forest,2.33,43.08,23.23,33.69,1344.93,10.28
2719,Wet Native Willow Shrubland,0.53,36.76,58.19,5.05,1344.93,2.34
5750,Tamarisk Woodland,0.44,62.04,25.32,12.63,1344.99,1.94
5180,Wet Meadow,0.54,84.44,15.24,0.32,1345.23,2.38
5938,Tamarisk Woodland,2.12,3.99,72.78,23.22,1345.52,9.36
3369,Native Riparian Forest,3.75,32.45,11.95,55.60,1345.59,16.55
8061,Mixed Russian Olive-Tamarisk Woodland and Scrub,2.72,17.61,39.20,43.19,1345.93,12.01
6343,Russian Olive Woodland,0.29,0.17,9.67,90.16,1346.11,1.28
3361,Native Riparian Forest,0.94,25.31,7.21,67.48,1346.17,4.15
5157,Wet Meadow,1.12,85.41,14.09,0.51,1346.49,4.95
6354,Russian Olive Woodland,0.31,0.40,23.82,75.78,1347.33,1.37
3596,Native Riparian Forest,0.44,19.22,20.00,60.78,1347.49,1.95
8050,Mixed Russian Olive-Tamarisk Woodland and Scrub,1.6,1.10,33.50,65.40,1347.95,7.08
3144,Marsh/Wetland,1.24,89.58,10.32,0.10,1348.07,5.48
8067,Mixed Russian Olive-Tamarisk Woodland and Scrub,2.11,19.38,63.72,16.91,1348.09,9.33
6564,Russian Olive Woodland,1.24,1.41,29.44,69.15,1349.02,5.49
3790,Native Riparian Forest,0.47,1.41,8.66,89.93,1349.05,2.08
5407,Wet Meadow,3.29,85.49,6.62,7.89,1349.2,14.56
2923,Wet Native Willow Shrubland,1.53,19.78,75.82,4.40,1349.59,6.77
2840,Wet Native Willow Shrubland,30.93,27.68,61.77,10.55,1350.25,137.02
5090,Wet Meadow,0.43,94.39,3.01,2.60,1350.42,1.91
5102,Wet Meadow,1.66,91.72,8.28,0.00,1350.67,7.36
3479,Native Riparian Forest,2.06,38.29,43.82,17.89,1350.85,9.13
3823,Native Riparian Forest,5.11,18.80,54.02,27.18,1351.08,22.65
6064,Tamarisk Woodland,31.04,18.38,57.93,23.69,1351.36,137.62
4273,Salt Meadow/Dry Grassland,0.36,90.34,8.90,0.76,1351.5,1.6
2674,Wet Native Willow Shrubland,3.18,32.02,59.75,8.23,1351.57,14.1
3948,Native Riparian Forest,0.88,60.72,18.92,20.36,1352.12,3.9
5154,Wet Meadow,0.67,89.04,9.23,1.73,1352.21,2.97
3285,Native Riparian Forest,1.08,64.65,14.31,21.03,1352.48,4.79
3031,Wet Native Willow Shrubland,0.72,2.06,81.91,16.03,1352.56,3.2
5748,Tamarisk Woodland,0.85,58.46,25.73,15.81,1352.95,3.77
5105,Wet Meadow,0.72,96.77,3.23,0.00,1353.19,3.2
2607,Wet Native Willow Shrubland,0.31,72.54,25.32,2.14,1353.59,1.38
3713,Native Riparian Forest,0.34,0.00,9.68,90.32,1353.6,1.51
5867,Tamarisk Woodland,0.6,39.72,37.78,22.50,1353.82,2.66
8037,Mixed Russian Olive-Tamarisk Woodland and Scrub,1.64,26.01,17.31,56.68,1353.86,7.28
3162,Marsh/Wetland,1.2,79.16,19.01,1.83,1354.39,5.33
2704,Wet Native Willow Shrubland,0.42,28.01,65.56,6.43,1354.87,1.87
2748,Wet Native Willow Shrubland,1.66,46.93,52.41,0.67,1355.02,7.38
5976,Tamarisk Woodland,2.28,0.21,87.48,12.32,1355.11,10.14
6217,Tamarisk Woodland,66.85,9.92,38.62,51.47,1355.35,297.26
6629,Russian Olive Woodland,15.38,21.84,26.21,51.95,1356.33,68.44
3594,Native Riparian Forest,0.42,13.59,23.04,63.38,1356.71,1.87
5865,Tamarisk Woodland,1.45,37.39,51.60,11.01,1357.12,6.46
2452,Dry Native Riparian Shrubland,0.53,84.75,15.02,0.23,1357.63,2.36
5425,Wet Meadow,1.93,82.61,6.45,10.94,1358.15,8.6
5080,Wet Meadow,7.47,90.35,8.09,1.56,1358.93,33.3
8058,Mixed Russian Olive-Tamarisk Woodland and Scrub,2.12,4.55,60.37,35.08,1359.05,9.45
6366,Russian Olive Woodland,0.32,10.64,28.25,61.11,1359.15,1.43
3627,Native Riparian Forest,13.87,11.81,12.53,75.65,1359.18,61.85
3461,Native Riparian Forest,20.17,39.09,44.03,16.89,1359.45,89.96
906,Mixed Russian Olive-Tamarisk Woodland and Scrub,1.34,21.53,45.67,32.80,1359.7,5.98
3932,Native Riparian Forest,2.62,63.55,27.85,8.60,1359.81,11.69
3728,Native Riparian Forest,0.68,18.98,6.38,74.64,1359.89,3.03
4416,Salt Meadow/Dry Grassland,3.07,87.47,10.81,1.72,1359.97,13.7
8062,Mixed Russian Olive-Tamarisk Woodland and Scrub,11.92,9.45,49.24,41.31,1360.04,53.19
4307,Salt Meadow/Dry Grassland,0.36,90.26,6.93,2.81,1360.18,1.61
5002,Salt Meadow/Dry Grassland,2.57,4.05,15.61,80.34,1360.26,11.47
5194,Wet Meadow,0.85,85.70,11.92,2.38,1360.29,3.79
4466,Salt Meadow/Dry Grassland,0.36,87.37,12.42,0.21,1360.42,1.61
2833,Wet Native Willow Shrubland,1.31,29.29,59.18,11.53,1360.95,5.85
5184,Wet Meadow,0.73,81.62,15.89,2.49,1361.01,3.26
6555,Russian Olive Woodland,21.73,11.15,29.67,59.18,1361.36,97.05
5916,Tamarisk Woodland,1.61,22.10,71.12,6.79,1362.07,7.19
6466,Russian Olive Woodland,0.56,2.71,39.90,57.39,1362.25,2.5
5319,Wet Meadow,0.71,70.35,20.59,9.06,1362.49,3.17
5091,Wet Meadow,2.01,91.05,8.66,0.30,1363.04,8.99
5693,Tamarisk Woodland,0.44,62.50,28.67,8.83,1363.34,1.97
2665,Wet Native Willow Shrubland,2.07,42.96,49.21,7.83,1363.5,9.26
3793,Native Riparian Forest,13.86,10.72,21.05,68.23,1363.59,62.01
2782,Wet Native Willow Shrubland,4.8,36.88,57.33,5.79,1363.6,21.47
3151,Marsh/Wetland,2.25,84.31,15.69,0.00,1363.66,10.07
8023,Mixed Russian Olive-Tamarisk Woodland and Scrub,1.84,34.11,35.32,30.56,1363.92,8.23
4574,Salt Meadow/Dry Grassland,1.2,79.95,8.86,11.19,1364.97,5.37
3573,Native Riparian Forest,0.32,0.84,7.51,91.65,1365.25,1.43
5379,Wet Meadow,16.76,21.01,20.97,58.02,1365.42,75.08
6553,Russian Olive Woodland,1.12,10.43,12.72,76.85,1365.72,5.02
2700,Wet Native Willow Shrubland,12.45,31.49,59.67,8.84,1365.81,55.79
3616,Native Riparian Forest,10.8,18.34,13.56,68.10,1365.93,48.4
4113,Native Riparian Forest,0.44,20.52,17.29,62.19,1366.03,1.97
5913,Tamarisk Woodland,1.78,23.45,69.41,7.15,1366.12,7.98
8063,Mixed Russian Olive-Tamarisk Woodland and Scrub,5.85,11.57,35.69,52.74,1366.28,26.22
6368,Russian Olive Woodland,0.44,2.22,14.28,83.50,1366.59,1.97
2598,Wet Native Willow Shrubland,2.65,59.65,37.16,3.18,1366.64,11.88
4308,Salt Meadow/Dry Grassland,1.1,92.84,5.30,1.86,1366.7,4.93
950,Marsh/Wetland,21.14,59.05,36.07,4.88,1366.85,94.8
2617,Wet Native Willow Shrubland,3.29,55.70,44.04,0.25,1367.56,14.76
3364,Native Riparian Forest,32.82,27.94,10.81,61.25,1367.63,147.26
3617,Native Riparian Forest,13.52,16.74,13.74,69.51,1367.9,60.68
