PolyID,Vegetation Map Unit Name,Area_Acres,Percent_Herbaceous,Percent_Shrub,Percent_Tree,ET_mm,ConsumptiveUse_AF
4146,Native Riparian Forest,1.01,52.63,18.41,28.95,790.02,2.62
1186,Tamarisk Woodland,36.14,65.46,28.47,6.07,790.21,93.69
5462,Wet Meadow,37.4,94.29,2.82,2.89,790.24,96.97
3887,Native Riparian Forest,0.61,19.02,30.82,50.16,790.25,1.58
2630,Wet Native Willow Shrubland,1.84,56.94,38.72,4.34,790.35,4.77
1026,Salt Meadow/Dry Grassland,4.2,91.34,5.69,2.97,790.4,10.89
2515,Dry Native Riparian Shrubland,0.27,66.20,18.43,15.37,790.98,0.7
4873,Salt Meadow/Dry Grassland,2.85,83.70,13.70,2.61,791.59,7.4
239,Tamarisk Woodland,32.9,91.86,8.14,0.00,791.9,85.48
1163,Tamarisk Woodland,13.34,74.05,23.70,2.25,792,34.66
1149,Tamarisk Woodland,80.42,81.01,14.12,4.87,793.23,209.29
4023,Native Riparian Forest,4.92,31.20,4.32,64.48,793.27,12.8
177,Salt Meadow/Dry Grassland,3.88,86.98,12.23,0.79,793.72,10.1
5074,Wet Meadow,0.93,98.22,1.75,0.03,793.89,2.42
4190,Native Riparian Forest,47.06,41.62,25.66,32.72,794,122.59
4782,Salt Meadow/Dry Grassland,1.13,99.04,0.96,0.00,794.24,2.94
4218,Native Riparian Forest,7.5,30.33,12.10,57.57,794.38,19.55
411,Tamarisk Woodland,6.28,19.64,34.51,45.85,794.42,16.37
352,Tamarisk Woodland,2.56,40.62,52.54,6.84,794.46,6.67
408,Tamarisk Woodland,6.39,18.90,25.90,55.20,794.52,16.66
1184,Tamarisk Woodland,2.55,62.77,29.23,8.00,794.56,6.65
5139,Wet Meadow,11.07,95.47,1.72,2.81,794.62,28.86
5394,Wet Meadow,0.7,70.43,20.22,9.35,794.64,1.82
4752,Salt Meadow/Dry Grassland,3.58,84.09,10.75,5.16,794.67,9.33
3399,Native Riparian Forest,1.34,26.01,13.03,60.95,795,3.5
1198,Tamarisk Woodland,2.13,56.96,14.25,28.80,795.09,5.56
4099,Native Riparian Forest,1.88,21.11,4.78,74.11,795.15,4.9
4997,Salt Meadow/Dry Grassland,0.83,68.81,6.70,24.49,795.95,2.17
293,Tamarisk Woodland,0.49,58.39,41.61,0.00,796.23,1.28
213,Salt Meadow/Dry Grassland,2.22,83.44,13.08,3.48,796.26,5.8
2816,Wet Native Willow Shrubland,2.26,33.53,62.24,4.23,796.43,5.91
5765,Tamarisk Woodland,0.39,48.05,50.42,1.53,797.28,1.02
3507,Native Riparian Forest,4.5,42.53,16.35,41.13,798.14,11.78
4916,Salt Meadow/Dry Grassland,1.27,78.05,12.90,9.05,798.64,3.33
6110,Tamarisk Woodland,11.61,71.83,26.74,1.42,799.16,30.44
2809,Wet Native Willow Shrubland,1.82,26.59,67.17,6.24,799.45,4.77
6134,Tamarisk Woodland,1.13,64.12,23.27,12.60,799.46,2.96
3319,Native Riparian Forest,2.6,74.43,14.78,10.80,799.64,6.82
4447,Salt Meadow/Dry Grassland,7.36,87.25,12.67,0.08,800.02,19.32
4999,Salt Meadow/Dry Grassland,61.03,31.42,65.26,3.31,800.04,160.19
3975,Native Riparian Forest,5.78,68.78,15.06,16.16,800.09,15.17
5023,Salt Meadow/Dry Grassland,0.57,93.38,3.53,3.09,800.43,1.5
4803,Salt Meadow/Dry Grassland,18.48,92.67,6.29,1.04,800.81,48.55
6637,Russian Olive Woodland,1.34,24.89,28.38,46.73,800.89,3.52
1340,Tamarisk Woodland,2.17,44.95,37.03,18.02,801.06,5.7
4322,Salt Meadow/Dry Grassland,0.47,91.80,5.34,2.86,801.12,1.24
4844,Salt Meadow/Dry Grassland,0.28,95.80,3.41,0.79,801.12,0.74
4381,Salt Meadow/Dry Grassland,0.5,80.72,9.57,9.72,801.13,1.31
967,Native Riparian Forest,18.73,65.87,13.20,20.93,801.17,49.23
956,Marsh/Wetland,3.67,45.55,8.85,45.59,801.33,9.65
1145,Tamarisk Woodland,7.76,75.77,23.91,0.32,801.48,20.41
3427,Native Riparian Forest,14.09,47.42,32.02,20.56,801.88,37.07
2506,Dry Native Riparian Shrubland,2.34,60.56,36.68,2.76,801.88,6.16
6242,Russian Olive Woodland,25.61,57.54,26.14,16.32,802.02,67.39
655,Salt Meadow/Dry Grassland,1.52,85.05,14.95,0.00,802.28,4
3411,Native Riparian Forest,3.82,40.31,25.28,34.41,802.5,10.06
394,Tamarisk Woodland,1.69,20.73,48.25,31.02,802.62,4.45
4209,Native Riparian Forest,0.97,45.95,5.44,48.61,802.64,2.55
6136,Tamarisk Woodland,68.78,31.01,63.13,5.85,803.39,181.29
890,Salt Meadow/Dry Grassland,4.16,67.78,32.04,0.18,803.6,10.97
276,Tamarisk Woodland,4.67,50.17,48.42,1.41,803.65,12.31
965,Native Riparian Forest,287.62,67.37,15.23,17.40,803.71,758.41
198,Salt Meadow/Dry Grassland,1.04,84.91,15.09,0.00,803.91,2.74
3864,Native Riparian Forest,4.9,19.92,20.48,59.60,803.96,12.92
4994,Salt Meadow/Dry Grassland,0.48,62.99,11.49,25.52,804.15,1.27
5764,Tamarisk Woodland,5.14,33.16,63.43,3.41,804.34,13.56
3911,Native Riparian Forest,0.57,5.58,2.20,92.22,804.49,1.5
4727,Salt Meadow/Dry Grassland,1.84,95.51,3.90,0.59,804.61,4.86
4092,Native Riparian Forest,18.34,19.95,10.25,69.80,804.85,48.43
3525,Native Riparian Forest,1.59,38.83,19.30,41.88,805.16,4.2
4251,Native Riparian Forest,1.53,61.33,28.77,9.90,805.62,4.04
3400,Native Riparian Forest,1.56,29.51,14.41,56.08,805.64,4.12
966,Native Riparian Forest,18.32,58.09,25.72,16.18,805.8,48.43
8155,Mixed Russian Olive-Tamarisk Woodland and Scrub,21.51,59.05,27.43,13.51,806.25,56.9
5473,Wet Meadow,1.18,98.72,0.94,0.34,806.72,3.12
1095,Salt Meadow/Dry Grassland,55.13,98.81,0.91,0.28,806.77,145.92
1187,Tamarisk Woodland,1.62,68.68,23.99,7.34,806.84,4.29
3679,Native Riparian Forest,2.22,9.81,4.95,85.25,806.89,5.88
5451,Wet Meadow,35.67,96.74,2.49,0.76,806.96,94.44
4701,Salt Meadow/Dry Grassland,0.38,48.37,6.01,45.62,807.33,1.01
5038,Salt Meadow/Dry Grassland,6.55,99.36,0.64,0.00,807.51,17.35
5738,Tamarisk Woodland,1.6,66.58,25.02,8.40,807.65,4.24
4043,Native Riparian Forest,2.99,42.00,32.90,25.10,807.67,7.92
4833,Salt Meadow/Dry Grassland,6.52,93.16,2.91,3.93,807.71,17.28
4767,Salt Meadow/Dry Grassland,0.54,78.42,7.88,13.70,807.78,1.43
193,Salt Meadow/Dry Grassland,0.47,81.96,18.04,0.00,808.04,1.25
4324,Salt Meadow/Dry Grassland,0.43,92.27,7.22,0.52,808.38,1.14
5351,Wet Meadow,2.6,69.24,24.40,6.37,808.54,6.9
4794,Salt Meadow/Dry Grassland,31,99.58,0.41,0.00,808.58,82.24
4300,Salt Meadow/Dry Grassland,0.39,97.50,2.50,0.00,808.69,1.03
5072,Salt Meadow/Dry Grassland,4.76,89.32,9.09,1.59,808.87,12.63
1164,Tamarisk Woodland,1.02,63.78,30.71,5.51,809.23,2.71
4157,Native Riparian Forest,6.82,66.07,12.19,21.74,809.83,18.12
4187,Native Riparian Forest,10.79,39.67,18.32,42.01,810.26,28.68
3550,Native Riparian Forest,0.32,25.79,17.58,56.62,810.52,0.85
179,Salt Meadow/Dry Grassland,1.23,86.12,13.88,0.00,811.02,3.27
3523,Native Riparian Forest,38.99,33.94,14.30,51.76,811.1,103.76
686,Tamarisk Woodland,1.93,96.67,1.81,1.53,811.18,5.14
748,Tamarisk Woodland,0.52,37.16,62.79,0.05,811.43,1.38
3526,Native Riparian Forest,5.19,28.41,21.49,50.10,811.5,13.82
617,Native Riparian Forest,0.47,68.62,17.44,13.94,811.62,1.25
5638,Tamarisk Woodland,3.86,85.73,13.92,0.35,811.64,10.28
3984,Native Riparian Forest,7.37,55.67,11.21,33.12,811.84,19.63
4394,Salt Meadow/Dry Grassland,0.54,87.39,4.35,8.25,812.05,1.44
983,Native Riparian Forest,5.3,37.15,26.69,36.16,812.21,14.12
5384,Wet Meadow,0.76,93.75,6.02,0.23,812.45,2.03
3493,Native Riparian Forest,0.88,46.05,13.83,40.12,812.64,2.35
210,Salt Meadow/Dry Grassland,0.41,79.01,20.99,0.00,812.73,1.09
727,Tamarisk Woodland,6.18,62.16,33.54,4.30,812.75,16.48
4738,Salt Meadow/Dry Grassland,0.28,86.96,6.47,6.56,812.78,0.75
4773,Salt Meadow/Dry Grassland,0.31,76.26,8.55,15.19,812.84,0.83
2996,Wet Native Willow Shrubland,6.67,19.36,73.87,6.77,813.16,17.79
3970,Native Riparian Forest,3.54,59.76,8.89,31.35,813.31,9.45
4934,Salt Meadow/Dry Grassland,0.64,82.21,3.18,14.60,813.56,1.71
2517,Dry Native Riparian Shrubland,0.85,56.28,31.22,12.50,813.59,2.27
3351,Native Riparian Forest,0.63,57.64,5.55,36.81,813.6,1.68
17,Dry Native Riparian Shrubland,21.43,80.33,19.59,0.08,813.76,57.21
1048,Salt Meadow/Dry Grassland,21.26,84.97,11.27,3.75,814.06,56.78
4239,Native Riparian Forest,5.7,22.04,40.34,37.62,814.1,15.22
576,Dry Native Riparian Shrubland,9.54,80.16,19.84,0.00,814.27,25.49
734,Tamarisk Woodland,0.84,45.81,48.75,5.44,814.79,2.25
4134,Native Riparian Forest,9.92,79.95,8.68,11.37,815.07,26.53
4914,Salt Meadow/Dry Grassland,1.57,85.75,13.13,1.12,815.46,4.2
4675,Salt Meadow/Dry Grassland,0.69,71.16,17.08,11.76,815.63,1.85
3245,Native Riparian Forest,4.91,71.33,8.71,19.96,816.01,13.15
1053,Salt Meadow/Dry Grassland,2.14,83.39,14.03,2.59,816.04,5.73
5819,Tamarisk Woodland,0.3,37.17,57.27,5.56,816.07,0.8
3839,Native Riparian Forest,0.31,7.35,17.19,75.46,816.16,0.83
5636,Tamarisk Woodland,61.36,90.11,9.78,0.11,816.3,164.33
2758,Wet Native Willow Shrubland,1.25,37.54,56.68,5.77,816.63,3.35
266,Tamarisk Woodland,6.16,86.39,13.25,0.36,816.67,16.5
4754,Salt Meadow/Dry Grassland,4.32,80.73,13.05,6.22,816.74,11.58
5017,Salt Meadow/Dry Grassland,3.72,91.62,7.73,0.65,816.87,9.97
4106,Native Riparian Forest,1.13,11.08,15.51,73.41,817.27,3.03
4534,Salt Meadow/Dry Grassland,1.62,80.70,10.27,9.03,817.69,4.35
3391,Native Riparian Forest,7.02,39.91,11.41,48.68,817.77,18.83
4211,Native Riparian Forest,38.89,38.92,13.85,47.23,817.9,104.36
1202,Tamarisk Woodland,38.44,61.32,26.89,11.79,817.91,103.15
5759,Tamarisk Woodland,350.12,43.33,54.04,2.63,818.21,939.86
4039,Native Riparian Forest,4.46,40.87,10.29,48.84,818.4,11.98
2573,Wet Native Willow Shrubland,1.05,81.26,13.68,5.06,818.57,2.82
4676,Salt Meadow/Dry Grassland,0.44,70.26,11.05,18.69,818.63,1.18
735,Tamarisk Woodland,5.9,46.14,53.85,0.01,818.76,15.85
4780,Salt Meadow/Dry Grassland,0.54,99.73,0.27,0.00,818.95,1.45
3203,Marsh/Wetland,14.54,96.51,3.49,0.00,819.91,39.11
3508,Native Riparian Forest,2.5,37.32,17.33,45.36,819.92,6.73
3846,Native Riparian Forest,7.15,12.90,6.18,80.91,820.17,19.24
1208,Tamarisk Woodland,4.33,52.84,29.12,18.04,820.29,11.65
4677,Salt Meadow/Dry Grassland,0.51,64.77,10.09,25.15,820.31,1.37
4188,Native Riparian Forest,0.98,45.29,11.32,43.39,820.35,2.64
66,Dry Native Riparian Shrubland,10.32,71.46,28.54,0.00,820.4,27.78
8143,Mixed Russian Olive-Tamarisk Woodland and Scrub,7.56,73.43,21.51,5.07,820.44,20.35
4297,Salt Meadow/Dry Grassland,7.74,90.61,9.07,0.32,820.64,20.84
6192,Tamarisk Woodland,5.75,45.57,53.63,0.80,820.67,15.48
4644,Salt Meadow/Dry Grassland,0.98,73.52,7.18,19.30,820.69,2.64
6121,Tamarisk Woodland,87.01,72.76,25.68,1.56,820.72,234.29
4483,Salt Meadow/Dry Grassland,4.06,80.84,13.92,5.24,820.77,10.93
2503,Dry Native Riparian Shrubland,0.61,71.51,21.45,7.04,821.19,1.64
5265,Wet Meadow,0.86,89.56,7.91,2.54,821.23,2.32
331,Tamarisk Woodland,7.61,38.12,60.95,0.93,822.1,20.53
3837,Native Riparian Forest,0.72,21.81,29.97,48.22,822.58,1.94
731,Tamarisk Woodland,7.99,50.76,32.79,16.45,822.79,21.57
3714,Native Riparian Forest,7.35,10.96,18.80,70.24,822.8,19.84
4607,Salt Meadow/Dry Grassland,1.39,85.26,2.66,12.08,822.82,3.75
3412,Native Riparian Forest,0.3,33.06,3.41,63.53,823.11,0.81
4912,Salt Meadow/Dry Grassland,1.02,87.47,6.29,6.24,823.11,2.75
3920,Native Riparian Forest,33.61,78.53,14.88,6.59,823.18,90.77
6558,Russian Olive Woodland,0.44,9.82,64.53,25.65,823.45,1.19
4952,Salt Meadow/Dry Grassland,7.42,76.94,7.11,15.95,823.66,20.05
6278,Russian Olive Woodland,0.44,29.89,26.67,43.44,823.69,1.19
5245,Wet Meadow,0.32,78.01,19.62,2.38,823.74,0.86
3208,Marsh/Wetland,1.77,76.26,22.63,1.12,824.05,4.79
3408,Native Riparian Forest,4.72,33.63,11.83,54.54,824.19,12.76
5047,Salt Meadow/Dry Grassland,0.45,89.22,8.44,2.34,824.29,1.22
284,Tamarisk Woodland,8.46,74.09,25.91,0.00,824.39,22.88
3106,Wet Native Willow Shrubland,0.4,72.19,27.31,0.50,824.46,1.08
212,Salt Meadow/Dry Grassland,0.37,85.42,14.11,0.47,824.69,1
4830,Salt Meadow/Dry Grassland,0.89,90.98,7.26,1.76,824.73,2.41
1241,Tamarisk Woodland,6.24,37.03,50.13,12.83,824.76,16.88
3844,Native Riparian Forest,23.78,21.14,25.81,53.06,824.93,64.36
1039,Salt Meadow/Dry Grassland,11.13,81.08,9.48,9.44,825.19,30.13
964,Native Riparian Forest,23.82,64.76,20.49,14.75,825.55,64.52
4151,Native Riparian Forest,30.15,55.97,17.16,26.86,825.55,81.66
4659,Salt Meadow/Dry Grassland,0.85,73.90,9.14,16.96,825.9,2.3
5932,Tamarisk Woodland,3.32,9.51,72.12,18.36,826,9
5024,Salt Meadow/Dry Grassland,0.4,94.13,5.62,0.25,826.09,1.08
3099,Wet Native Willow Shrubland,6.05,54.05,42.46,3.49,826.33,16.4
27,Dry Native Riparian Shrubland,11.77,88.07,11.93,0.00,826.46,31.91
3639,Native Riparian Forest,23.2,21.53,7.80,70.67,826.48,62.91
3650,Native Riparian Forest,0.31,18.01,11.85,70.14,826.48,0.84
3979,Native Riparian Forest,5.91,50.92,24.45,24.63,826.72,16.03
4571,Salt Meadow/Dry Grassland,0.34,77.06,7.67,15.27,826.89,0.92
3123,Wet Native Willow Shrubland,0.43,19.11,74.32,6.56,826.91,1.17
6199,Tamarisk Woodland,16.07,28.20,45.00,26.81,827.1,43.61
3689,Native Riparian Forest,12.59,21.87,9.90,68.23,827.17,34.17
4587,Salt Meadow/Dry Grassland,0.46,78.89,8.40,12.71,827.18,1.25
1067,Salt Meadow/Dry Grassland,28.78,87.13,9.33,3.54,827.23,78.11
1339,Tamarisk Woodland,18.67,43.80,34.14,22.06,827.24,50.67
959,Native Riparian Forest,31.69,78.22,9.89,11.90,827.58,86.04
4011,Native Riparian Forest,2.81,33.79,3.06,63.15,827.59,7.63
5761,Tamarisk Woodland,0.44,33.45,61.73,4.83,828.02,1.2
883,Salt Meadow/Dry Grassland,8.25,91.86,7.93,0.21,828.05,22.41
4566,Salt Meadow/Dry Grassland,0.55,85.49,4.19,10.32,828.28,1.49
3711,Native Riparian Forest,0.66,6.41,17.29,76.29,828.35,1.79
3859,Native Riparian Forest,1.05,19.77,11.58,68.65,828.49,2.85
3649,Native Riparian Forest,8.83,20.75,14.08,65.16,828.59,24
1158,Tamarisk Woodland,99.72,53.22,44.90,1.88,828.59,271.09
4017,Native Riparian Forest,3.45,28.18,11.87,59.95,828.67,9.38
4871,Salt Meadow/Dry Grassland,0.39,87.44,3.85,8.71,828.69,1.06
5710,Tamarisk Woodland,7.51,65.25,31.25,3.50,829.24,20.43
4797,Salt Meadow/Dry Grassland,12.69,94.13,5.62,0.25,829.4,34.53
4410,Salt Meadow/Dry Grassland,4.6,82.53,17.47,0.00,830.05,12.53
4896,Salt Meadow/Dry Grassland,5.29,83.75,12.03,4.22,830.14,14.41
4240,Native Riparian Forest,2.6,24.92,52.60,22.48,830.15,7.08
35,Dry Native Riparian Shrubland,10,83.01,16.98,0.01,830.2,27.24
6099,Tamarisk Woodland,5.05,1.20,14.97,83.83,830.51,13.76
1328,Tamarisk Woodland,30.98,75.39,18.13,6.47,830.54,84.42
5500,Wet Meadow,4.33,45.37,43.79,10.84,830.62,11.8
4396,Salt Meadow/Dry Grassland,1.99,89.50,4.26,6.24,830.63,5.42
1280,Tamarisk Woodland,1.5,1.78,19.83,78.39,830.71,4.09
3110,Wet Native Willow Shrubland,1.36,36.30,54.57,9.13,830.75,3.71
1075,Salt Meadow/Dry Grassland,6.56,72.57,22.83,4.60,831.3,17.89
1081,Salt Meadow/Dry Grassland,1.53,64.69,19.64,15.67,831.58,4.17
307,Tamarisk Woodland,4.36,73.11,26.26,0.63,832.05,11.9
2418,Dry Native Riparian Shrubland,2.81,85.13,13.28,1.59,832.34,7.67
176,Salt Meadow/Dry Grassland,16.2,88.09,11.91,0.00,832.57,44.25
4492,Salt Meadow/Dry Grassland,3.05,82.46,9.82,7.72,832.95,8.33
3096,Wet Native Willow Shrubland,0.32,68.05,31.87,0.08,833.33,0.87
1347,Tamarisk Woodland,57.38,86.18,12.51,1.31,833.61,156.93
997,Native Riparian Forest,22.05,15.97,23.68,60.34,833.73,60.31
3855,Native Riparian Forest,1.19,22.23,11.44,66.34,833.87,3.26
614,Dry Native Riparian Shrubland,0.27,10.61,78.58,10.80,834.01,0.74
6515,Russian Olive Woodland,0.37,15.13,52.54,32.33,834.32,1.01
4219,Native Riparian Forest,1.33,14.53,15.16,70.31,834.82,3.64
1354,Tamarisk Woodland,187,74.55,21.76,3.69,834.94,512.25
597,Dry Native Riparian Shrubland,3.03,64.98,34.90,0.11,834.95,8.3
4226,Native Riparian Forest,25.96,20.24,20.10,59.66,835.01,71.12
3655,Native Riparian Forest,5.31,14.15,7.77,78.08,835.06,14.55
1197,Tamarisk Woodland,0.54,59.28,40.03,0.69,835.21,1.48
5006,Salt Meadow/Dry Grassland,2.99,89.92,9.50,0.58,835.23,8.19
93,Native Riparian Forest,0.79,27.18,23.73,49.09,835.3,2.16
6291,Russian Olive Woodland,7.3,42.10,33.57,24.32,835.44,20.01
4541,Salt Meadow/Dry Grassland,0.35,85.42,9.60,4.98,835.7,0.96
3425,Native Riparian Forest,90.57,33.18,8.47,58.35,835.73,248.33
4199,Native Riparian Forest,1.06,45.88,14.02,40.09,836.02,2.91
610,Dry Native Riparian Shrubland,0.36,29.29,54.27,16.45,836.28,0.99
157,Salt Meadow/Dry Grassland,0.26,94.35,5.65,0.00,836.31,0.71
1302,Tamarisk Woodland,3.8,11.78,54.22,34.00,836.53,10.43
4584,Salt Meadow/Dry Grassland,0.58,77.31,7.24,15.45,836.64,1.59
4906,Salt Meadow/Dry Grassland,0.9,87.39,7.64,4.97,836.88,2.47
1113,Wet Meadow,4.64,89.82,7.31,2.87,836.93,12.74
1311,Tamarisk Woodland,0.74,6.27,50.78,42.95,837.54,2.03
1179,Tamarisk Woodland,1.49,71.72,23.98,4.30,837.69,4.1
6166,Tamarisk Woodland,2.25,91.33,8.66,0.01,837.73,6.18
4326,Salt Meadow/Dry Grassland,0.35,90.30,6.75,2.95,838.02,0.96
387,Tamarisk Woodland,1.15,41.16,23.55,35.29,838.14,3.16
2514,Dry Native Riparian Shrubland,0.65,69.41,17.47,13.13,838.43,1.79
4518,Salt Meadow/Dry Grassland,2.66,84.87,13.50,1.64,838.62,7.32
3674,Native Riparian Forest,1.32,13.92,17.51,68.57,839.71,3.64
2988,Wet Native Willow Shrubland,13.87,23.08,70.67,6.25,840.04,38.23
5306,Wet Meadow,0.73,76.32,6.22,17.47,840.08,2.01
3868,Native Riparian Forest,0.89,11.25,6.90,81.85,840.15,2.45
896,Tamarisk Woodland,1.47,27.52,68.07,4.41,840.32,4.05
3229,Native Riparian Forest,2.35,66.19,24.63,9.18,840.41,6.48
6571,Russian Olive Woodland,5.39,62.30,24.73,12.98,840.45,14.86
4208,Native Riparian Forest,15.02,35.96,10.35,53.69,840.46,41.42
730,Tamarisk Woodland,1.16,58.26,21.83,19.91,840.73,3.2
1345,Tamarisk Woodland,24.19,83.00,16.75,0.25,840.89,66.74
4570,Salt Meadow/Dry Grassland,0.33,83.03,2.33,14.64,841.33,0.91
4941,Salt Meadow/Dry Grassland,2.49,77.08,8.59,14.33,841.36,6.87
3094,Wet Native Willow Shrubland,3.09,53.67,45.50,0.83,841.42,8.53
4354,Salt Meadow/Dry Grassland,0.42,93.25,5.04,1.72,841.91,1.16
4848,Salt Meadow/Dry Grassland,2.14,96.36,2.96,0.68,841.96,5.91
72,Dry Native Riparian Shrubland,1,63.89,23.61,12.50,842.18,2.76
2545,Dry Native Riparian Shrubland,2.53,46.48,44.39,9.13,842.26,6.99
5420,Wet Meadow,1.32,78.91,12.83,8.26,842.32,3.65
3419,Native Riparian Forest,6.31,28.81,5.70,65.49,842.4,17.44
2778,Wet Native Willow Shrubland,2.98,45.84,44.75,9.41,842.47,8.24
4536,Salt Meadow/Dry Grassland,0.53,78.48,14.41,7.11,842.61,1.47
305,Tamarisk Woodland,2.15,70.91,29.09,0.00,842.64,5.94
4397,Salt Meadow/Dry Grassland,0.98,86.28,6.30,7.41,842.65,2.71
409,Tamarisk Woodland,0.73,23.40,52.86,23.74,842.84,2.02
4075,Native Riparian Forest,6.34,11.77,12.98,75.25,842.94,17.53
1055,Salt Meadow/Dry Grassland,6.65,89.08,7.24,3.68,843.07,18.39
21,Dry Native Riparian Shrubland,20.07,85.93,13.98,0.09,843.16,55.52
3671,Native Riparian Forest,41.05,21.31,17.78,60.91,843.55,113.61
1167,Tamarisk Woodland,7.29,65.94,30.66,3.40,843.55,20.18
5433,Wet Meadow,10.23,95.65,3.09,1.26,843.82,28.32
1312,Tamarisk Woodland,1.13,16.60,62.91,20.48,843.99,3.13
867,Wet Meadow,35.44,95.81,3.56,0.64,844.02,98.14
4046,Native Riparian Forest,0.93,37.01,10.21,52.77,844.11,2.58
5418,Wet Meadow,4.21,83.76,13.98,2.26,844.21,11.66
5300,Wet Meadow,5.93,83.11,11.88,5.01,844.6,16.43
774,Tamarisk Woodland,0.57,24.70,71.42,3.88,844.7,1.58
5886,Tamarisk Woodland,1.47,5.77,92.41,1.83,844.95,4.08
1033,Salt Meadow/Dry Grassland,8.52,78.00,15.89,6.12,844.96,23.62
1335,Tamarisk Woodland,3.64,65.82,21.84,12.35,846.11,10.1
4014,Native Riparian Forest,4.14,27.38,4.95,67.67,846.13,11.49
583,Dry Native Riparian Shrubland,0.39,87.50,12.50,0.00,846.35,1.08
4919,Salt Meadow/Dry Grassland,2.7,89.94,8.19,1.87,846.72,7.5
4962,Salt Meadow/Dry Grassland,2.7,85.97,2.86,11.17,846.73,7.5
3517,Native Riparian Forest,10.7,46.80,24.31,28.90,847.01,29.73
5148,Wet Meadow,0.34,82.18,10.97,6.85,847.15,0.94
4672,Salt Meadow/Dry Grassland,0.42,51.60,19.43,28.97,847.31,1.17
2997,Wet Native Willow Shrubland,0.3,16.29,79.62,4.09,848.03,0.83
3401,Native Riparian Forest,40.91,25.20,13.72,61.08,848.1,113.83
5352,Wet Meadow,0.63,63.51,15.17,21.33,848.2,1.75
3921,Native Riparian Forest,13.12,80.82,14.53,4.65,848.22,36.51
4922,Salt Meadow/Dry Grassland,1.11,87.18,8.76,4.07,848.38,3.09
5149,Wet Meadow,0.35,87.04,9.90,3.06,849.68,0.98
136,Salt Meadow/Dry Grassland,6.55,90.53,9.42,0.05,849.85,18.26
3407,Native Riparian Forest,0.72,33.33,15.39,51.28,850.24,2.01
3696,Native Riparian Forest,1,20.87,3.40,75.73,850.31,2.79
4902,Salt Meadow/Dry Grassland,9.36,85.41,12.65,1.95,850.36,26.11
4389,Salt Meadow/Dry Grassland,0.4,82.11,8.85,9.04,850.67,1.12
3928,Native Riparian Forest,7.06,77.83,9.62,12.55,850.92,19.71
4070,Native Riparian Forest,1.7,47.75,3.10,49.16,850.97,4.75
5758,Tamarisk Woodland,8.47,44.41,48.38,7.22,851.12,23.65
5925,Tamarisk Woodland,86.4,7.91,44.51,47.59,851.2,241.29
351,Tamarisk Woodland,2.08,40.75,50.01,9.24,851.59,5.81
4445,Salt Meadow/Dry Grassland,1.31,86.70,11.64,1.66,851.78,3.66
2801,Wet Native Willow Shrubland,1.47,37.26,55.77,6.98,851.84,4.11
5882,Tamarisk Woodland,11.13,15.83,77.09,7.08,851.9,31.11
3519,Native Riparian Forest,0.7,40.57,16.74,42.70,852.02,1.96
5410,Wet Meadow,1.42,89.79,3.01,7.20,852.18,3.97
3545,Native Riparian Forest,2.67,49.30,17.15,33.55,852.25,7.47
660,Wet Meadow,10.42,92.88,4.32,2.80,852.29,29.14
5419,Wet Meadow,0.5,86.69,12.27,1.03,852.32,1.4
5446,Wet Meadow,1.06,94.95,1.73,3.32,852.8,2.97
6577,Russian Olive Woodland,0.29,32.99,31.52,35.49,853.67,0.81
1211,Tamarisk Woodland,8.29,41.78,51.19,7.03,853.8,23.22
4377,Salt Meadow/Dry Grassland,0.54,86.39,4.72,8.89,853.95,1.51
3661,Native Riparian Forest,0.98,18.74,9.75,71.52,854.15,2.75
579,Dry Native Riparian Shrubland,9.62,84.62,13.93,1.45,854.15,26.96
3091,Wet Native Willow Shrubland,2.88,59.45,30.81,9.74,854.29,8.07
1300,Tamarisk Woodland,33.45,23.68,37.38,38.95,854.45,93.77
1287,Tamarisk Woodland,63.72,24.08,58.91,17.00,854.95,178.73
2417,Dry Native Riparian Shrubland,3.13,79.00,20.19,0.81,855.37,8.78
5286,Wet Meadow,0.75,87.50,6.58,5.92,855.68,2.11
8152,Mixed Russian Olive-Tamarisk Woodland and Scrub,7.88,79.79,18.90,1.32,856.35,22.14
4557,Salt Meadow/Dry Grassland,0.52,87.36,8.38,4.26,856.47,1.46
6574,Russian Olive Woodland,1.96,31.88,47.76,20.36,856.61,5.51
4448,Salt Meadow/Dry Grassland,3.86,78.98,19.72,1.30,856.63,10.85
1250,Tamarisk Woodland,21.75,33.20,35.93,30.87,856.71,61.13
5963,Tamarisk Woodland,2.06,0.20,40.25,59.54,856.73,5.79
1052,Salt Meadow/Dry Grassland,3.61,85.35,7.99,6.67,856.74,10.15
6589,Russian Olive Woodland,1.22,74.95,19.21,5.83,857.19,3.43
1172,Tamarisk Woodland,6.81,66.66,28.51,4.83,857.29,19.15
1235,Tamarisk Woodland,4.36,29.34,61.73,8.92,857.35,12.26
1282,Tamarisk Woodland,1.45,10.74,76.39,12.86,857.45,4.08
4554,Salt Meadow/Dry Grassland,1.31,82.72,9.03,8.25,857.62,3.69
6160,Tamarisk Woodland,0.71,0.25,79.24,20.51,857.63,2
2640,Wet Native Willow Shrubland,3.23,56.98,42.18,0.84,857.8,9.09
5987,Tamarisk Woodland,3.21,1.32,31.34,67.34,857.91,9.04
6100,Tamarisk Woodland,1.78,2.12,12.34,85.54,858.09,5.01
